,time_in_cycles,LPCompOT,HPCompOT,LPTurbineOT,HPCompOP,PhyFanSpeed,PhyCoreSpeed,CoreSpeedDifference,HPCOStaticPre,RFuelFlow,BypassRatio,BleedEnthalpy,HPTurbineCoolAirFlow,LPTurbineAirFlow,RUL
16889,5,643.05,1590.42,1409.12,553.06,2388.09,9040.72,-907.3799999999992,47.46,521.1,8.4131,395,38.88,23.3069,262
16890,6,642.4,1590.97,1409.58,553.47,2388.15,9046.57,-914.8400000000001,47.55,521.39,8.4176,392,38.79,23.2575,261
16891,7,643.18,1592.68,1406.51,553.42,2388.09,9052.31,-927.6299999999992,47.65,521.54,8.4577,393,38.79,23.3591,260
16892,8,642.88,1588.43,1413.34,553.36,2388.08,9044.81,-917.1999999999998,47.52,521.72,8.4188,392,38.72,23.2578,259
16893,9,642.22,1592.2,1404.76,553.05,2388.1,9050.9,-924.8699999999999,47.58,521.27,8.446,394,38.89,23.2204,258
16894,10,642.51,1588.42,1411.19,553.0,2388.15,9041.87,-914.2400000000007,47.49,520.81,8.4668,392,38.9,23.3049,257
16895,11,642.52,1591.73,1414.97,553.17,2388.13,9050.57,-923.0699999999997,47.68,521.04,8.4334,394,38.77,23.252,256
16896,12,643.19,1583.14,1402.03,553.06,2388.1,9041.66,-908.6499999999996,47.71,521.02,8.4633,394,38.75,23.2142,255
16897,13,642.43,1593.97,1413.78,552.66,2388.12,9048.77,-921.2200000000003,47.69,521.63,8.4428,393,38.89,23.2502,254
16898,14,642.79,1592.48,1405.06,553.62,2388.11,9046.61,-918.0900000000001,47.48,521.21,8.4764,393,38.84,23.2572,253
16899,15,643.44,1592.66,1412.32,553.46,2388.1,9041.04,-912.9800000000005,47.64,521.62,8.4187,394,38.87,23.335,252
16900,16,642.72,1593.2,1406.03,553.14,2388.16,9049.57,-916.8599999999997,47.65,521.32,8.4468,393,38.95,23.356,251
16901,17,642.38,1586.02,1410.31,553.54,2388.11,9045.13,-913.0299999999988,47.55,521.61,8.4345,393,38.9,23.2926,250
16902,18,643.51,1588.36,1403.38,553.76,2388.08,9044.5,-916.54,47.39,520.77,8.4253,393,38.74,23.3304,249
16903,19,642.85,1589.71,1411.99,553.04,2388.1,9045.48,-916.6999999999998,47.72,521.07,8.4318,393,38.92,23.2694,248
16904,20,642.66,1589.44,1409.05,553.65,2388.16,9043.9,-912.3499999999995,47.37,521.25,8.4331,393,38.87,23.2639,247
16905,21,642.53,1594.63,1412.57,553.15,2388.12,9047.23,-916.8199999999997,47.41,521.04,8.4207,394,38.91,23.2987,246
16906,22,643.05,1589.63,1406.16,552.94,2388.15,9049.17,-922.1400000000003,47.65,521.14,8.4483,394,38.95,23.1987,245
16907,23,643.24,1590.54,1410.39,553.81,2388.16,9046.05,-921.1799999999994,47.51,521.28,8.4171,393,38.71,23.212,244
16908,24,643.04,1587.04,1409.8,553.44,2388.19,9049.15,-918.7999999999993,47.63,521.43,8.4281,394,38.81,23.2116,243
16909,25,642.79,1589.86,1407.38,553.26,2388.11,9047.61,-916.3700000000008,47.79,520.83,8.4072,394,38.79,23.2516,242
16910,26,643.71,1589.97,1404.07,554.1,2388.11,9047.88,-915.7399999999989,47.66,521.52,8.4438,392,38.88,23.2926,241
16911,27,641.99,1591.75,1405.32,553.54,2388.15,9045.53,-917.3000000000011,47.62,521.4,8.4201,391,38.64,23.2826,240
16912,28,642.78,1596.4,1404.56,552.97,2388.17,9054.09,-926.6500000000005,47.67,521.19,8.4376,391,38.65,23.2574,239
16913,29,642.71,1591.8,1408.03,553.09,2388.12,9054.79,-924.8200000000006,47.61,521.67,8.4629,393,38.87,23.284,238
16914,30,642.22,1590.93,1411.4,552.74,2388.09,9055.21,-920.329999999999,47.73,522.24,8.4427,392,38.89,23.3001,237
16915,31,642.69,1591.62,1409.32,553.4,2388.14,9046.43,-917.8900000000003,47.52,521.21,8.4511,393,38.82,23.2766,236
16916,32,642.94,1589.47,1411.55,553.83,2388.08,9052.98,-926.8299999999999,47.71,521.58,8.4464,394,38.95,23.3217,235
16917,33,642.75,1587.09,1411.12,553.36,2388.13,9055.56,-929.4699999999993,47.69,520.96,8.4102,394,38.86,23.2336,234
16918,34,642.5,1599.67,1410.24,553.46,2388.07,9047.79,-922.6500000000005,47.55,520.83,8.4427,393,38.75,23.3265,233
16919,35,642.84,1586.39,1412.49,552.92,2388.15,9043.37,-910.3500000000004,47.49,521.48,8.4616,393,38.88,23.2048,232
16920,36,642.6,1578.09,1408.77,553.4,2388.14,9047.16,-917.8599999999997,47.52,521.49,8.4407,393,38.8,23.3825,231
16921,37,642.73,1588.45,1407.21,553.36,2388.16,9042.78,-912.9900000000007,47.39,521.47,8.4385,394,38.68,23.2483,230
16922,38,642.36,1587.99,1406.45,553.44,2388.19,9045.96,-918.8799999999992,47.64,521.02,8.4212,393,38.95,23.3056,229
16923,39,642.51,1589.66,1412.27,553.06,2388.1,9040.37,-913.5500000000011,47.54,521.25,8.4291,392,38.5,23.378,228
16924,40,643.0,1584.88,1409.71,553.0,2388.1,9050.23,-923.8899999999994,47.74,521.28,8.4357,392,38.91,23.4001,227
16925,41,642.64,1591.03,1405.5,553.01,2388.16,9047.89,-918.0099999999993,47.34,521.19,8.4436,394,38.71,23.2906,226
16926,42,642.59,1589.3,1409.22,554.35,2388.13,9045.86,-917.5500000000002,47.64,520.77,8.4445,393,38.8,23.2061,225
16927,43,642.83,1593.4,1415.96,552.7,2388.12,9044.64,-918.1999999999998,47.39,521.16,8.4502,392,38.97,23.2004,224
16928,44,642.14,1591.88,1405.57,553.16,2388.11,9048.61,-920.1500000000005,47.69,520.92,8.4504,393,38.8,23.2789,223
16929,45,642.71,1589.84,1408.43,552.82,2388.17,9053.23,-923.3499999999995,47.51,521.88,8.443,393,38.81,23.2816,222
16930,46,642.66,1593.17,1409.6,553.15,2388.08,9054.54,-922.3500000000013,47.38,521.6,8.459,393,38.78,23.2872,221
16931,47,642.86,1586.5,1409.57,553.47,2388.08,9053.38,-921.159999999999,47.67,521.5,8.4442,393,38.81,23.2598,220
16932,48,643.19,1586.29,1410.84,553.09,2388.16,9053.78,-927.3700000000008,47.64,521.46,8.4239,394,38.76,23.2806,219
16933,49,642.63,1590.29,1410.48,552.89,2388.18,9047.02,-916.6500000000005,47.62,521.24,8.4549,393,38.83,23.1835,218
16934,50,642.77,1595.88,1403.33,553.09,2388.15,9049.36,-920.6100000000006,47.52,521.66,8.4229,393,38.79,23.3142,217
16935,51,642.99,1592.68,1408.97,552.88,2388.12,9041.22,-913.4899999999998,47.53,521.63,8.4318,395,38.78,23.3808,216
16936,52,643.19,1596.58,1407.43,553.7,2388.12,9038.84,-907.6500000000005,47.55,521.73,8.4625,394,38.83,23.2552,215
16937,53,642.62,1585.63,1414.04,553.03,2388.17,9050.65,-916.9899999999998,47.65,521.83,8.4821,393,38.78,23.1704,214
16938,54,641.87,1594.36,1402.04,553.4,2388.12,9053.26,-923.5300000000007,47.45,521.99,8.459,393,38.78,23.3033,213
16939,55,642.44,1588.36,1410.86,553.49,2388.11,9044.94,-914.710000000001,47.47,521.14,8.4778,390,38.81,23.3175,212
16940,56,642.7,1588.8,1411.49,553.38,2388.18,9049.21,-926.579999999999,47.38,521.32,8.4227,392,38.9,23.1645,211
16941,57,642.58,1592.75,1415.08,553.28,2388.16,9052.91,-928.3800000000001,47.49,521.54,8.4623,393,38.8,23.3198,210
16942,58,642.98,1593.01,1407.65,552.9,2388.11,9056.02,-924.0400000000009,47.58,521.08,8.4253,394,38.74,23.251,209
16943,59,643.07,1585.94,1411.94,553.56,2388.11,9048.59,-918.2600000000002,47.71,521.64,8.432,395,38.76,23.273,208
16944,60,642.76,1590.19,1410.08,552.95,2388.12,9051.02,-925.2900000000009,47.52,521.3,8.4579,393,38.82,23.3223,207
16945,61,642.79,1587.81,1412.68,552.06,2388.14,9049.62,-919.1500000000005,47.62,520.94,8.4216,392,38.74,23.2989,206
16946,62,642.83,1594.82,1409.76,552.91,2388.06,9051.16,-924.0699999999997,47.4,521.13,8.4631,393,38.73,23.2823,205
16947,63,642.87,1589.1,1406.25,553.31,2388.11,9050.07,-923.3699999999999,47.57,521.37,8.4675,393,38.69,23.2921,204
16948,64,642.89,1592.02,1404.12,554.02,2388.11,9052.43,-927.6000000000004,47.55,521.26,8.4471,394,38.76,23.28,203
16949,65,642.95,1594.98,1409.92,552.85,2388.1,9046.85,-914.4100000000008,47.65,521.07,8.4484,395,38.95,23.3189,202
16950,66,642.63,1594.49,1403.2,552.68,2388.14,9052.41,-921.3499999999995,47.64,521.26,8.4467,394,38.95,23.2946,201
16951,67,643.12,1590.12,1407.14,553.6,2388.11,9045.77,-921.7700000000004,47.54,521.5,8.4627,395,38.9,23.3596,200
16952,68,642.66,1589.35,1408.65,552.7,2388.1,9053.42,-928.6700000000001,47.57,521.5,8.4809,393,38.7,23.3006,199
16953,69,642.78,1596.24,1406.38,553.49,2388.15,9054.69,-924.8200000000006,47.65,521.09,8.4557,393,38.88,23.2138,198
16954,70,643.12,1589.88,1415.96,553.05,2388.11,9049.12,-920.0300000000007,47.64,521.61,8.3992,394,38.8,23.3199,197
16955,71,643.04,1591.14,1403.2,552.49,2388.08,9056.38,-930.3599999999988,47.52,521.67,8.4576,394,38.82,23.2896,196
16956,72,642.31,1592.33,1404.44,553.48,2388.08,9054.04,-931.5800000000008,47.74,521.28,8.4577,394,38.78,23.2651,195
16957,73,643.23,1587.9,1409.28,552.69,2388.11,9045.57,-913.6300000000001,47.36,521.87,8.4646,394,38.75,23.2745,194
16958,74,642.87,1587.81,1411.24,553.59,2388.13,9046.23,-916.3299999999999,47.73,520.99,8.4368,393,38.6,23.2659,193
16959,75,642.64,1586.0,1405.67,553.66,2388.16,9052.9,-924.4899999999998,47.6,521.55,8.4556,393,38.77,23.2913,192
16960,76,642.53,1587.42,1411.84,552.78,2388.15,9049.38,-920.4999999999991,47.59,521.4,8.468,394,38.76,23.2723,191
16961,77,642.46,1591.49,1409.39,553.0,2388.15,9050.51,-917.6999999999998,47.56,520.84,8.4119,393,38.9,23.241,190
16962,78,642.48,1585.75,1413.94,553.82,2388.16,9048.72,-919.8999999999996,47.4,521.3,8.4807,395,38.78,23.3522,189
16963,79,643.3,1589.8,1416.38,552.83,2388.19,9047.28,-918.1800000000003,47.55,521.64,8.4317,393,38.98,23.372,188
16964,80,642.71,1592.21,1418.01,553.42,2388.15,9049.33,-918.6999999999998,47.41,520.92,8.4233,394,38.99,23.308,187
16965,81,642.42,1589.76,1414.05,552.5,2388.19,9044.93,-920.7300000000005,47.51,520.83,8.4717,394,38.73,23.3223,186
16966,82,642.66,1589.98,1405.78,553.89,2388.15,9050.72,-924.2099999999991,47.61,521.13,8.4461,395,38.94,23.2393,185
16967,83,642.59,1594.49,1407.45,553.51,2388.12,9046.03,-909.0200000000004,47.52,521.97,8.491,393,38.74,23.2897,184
16968,84,642.7,1588.7,1409.12,552.17,2388.2,9049.69,-918.0200000000004,47.75,521.08,8.4273,393,38.6,23.394,183
16969,85,642.82,1591.63,1407.63,553.34,2388.14,9043.64,-915.1799999999994,47.64,520.7,8.4515,394,38.79,23.1888,182
16970,86,642.57,1586.84,1414.68,552.98,2388.12,9046.06,-912.4699999999993,47.59,521.05,8.433,394,38.83,23.2651,181
16971,87,642.62,1589.85,1407.04,553.28,2388.17,9043.78,-913.0800000000008,47.59,521.55,8.4734,394,38.77,23.2664,180
16972,88,642.44,1592.5,1404.19,554.17,2388.19,9054.2,-919.5400000000009,47.42,521.17,8.4415,393,38.81,23.2408,179
16973,89,642.61,1592.19,1415.14,552.01,2388.14,9048.73,-918.8199999999997,47.68,521.37,8.4387,394,38.73,23.2359,178
16974,90,643.07,1583.83,1401.63,553.05,2388.13,9039.61,-908.1500000000005,47.72,521.8,8.4417,392,38.6,23.2589,177
16975,91,642.83,1587.2,1414.55,553.22,2388.11,9051.47,-919.5899999999992,47.49,521.44,8.4447,393,38.89,23.29,176
16976,92,642.64,1585.98,1413.36,553.14,2388.17,9048.5,-918.2299999999996,47.84,520.96,8.4479,393,38.81,23.1634,175
16977,93,643.01,1591.7,1410.09,553.24,2388.11,9047.47,-917.2099999999991,47.73,521.56,8.4582,392,38.81,23.3021,174
16978,94,642.55,1588.61,1408.31,553.35,2388.11,9045.24,-919.7399999999998,47.54,521.05,8.4344,394,38.95,23.2698,173
16979,95,642.73,1596.73,1412.78,553.41,2388.17,9047.81,-914.8399999999992,47.69,521.01,8.4514,395,38.72,23.2829,172
16980,96,642.61,1598.23,1412.64,554.06,2388.13,9052.77,-922.4900000000007,47.61,520.98,8.4597,393,38.77,23.1853,171
16981,97,643.11,1593.7,1410.53,553.01,2388.19,9048.32,-920.2699999999995,47.57,521.25,8.4351,393,38.79,23.3286,170
16982,98,643.29,1596.24,1412.6,553.04,2388.15,9051.81,-917.8899999999994,47.59,520.84,8.471,394,38.84,23.2615,169
16983,99,642.52,1589.08,1411.07,553.52,2388.1,9048.14,-920.6499999999996,47.6,521.27,8.4284,394,38.85,23.3263,168
16984,100,642.71,1580.11,1418.77,553.62,2388.14,9048.27,-918.21,47.56,521.45,8.4297,393,38.82,23.2864,167
16985,101,643.14,1596.16,1409.51,553.45,2388.12,9062.51,-934.2600000000002,47.57,521.05,8.4316,393,39.03,23.2527,166
16986,102,643.08,1593.02,1413.35,552.98,2388.14,9050.86,-917.9500000000007,47.46,521.36,8.4559,394,38.69,23.2713,165
16987,103,642.56,1589.71,1410.55,553.75,2388.15,9054.78,-920.710000000001,47.63,520.95,8.4484,392,38.73,23.2154,164
16988,104,643.35,1594.06,1413.67,553.2,2388.15,9055.62,-923.1500000000005,47.56,521.21,8.4318,391,38.83,23.202,163
16989,105,642.83,1592.55,1403.3,553.2,2388.1,9053.33,-923.1700000000001,47.6,521.68,8.45,394,38.67,23.1831,162
16990,106,642.64,1587.31,1404.27,553.29,2388.13,9047.47,-913.2299999999996,47.58,521.15,8.4616,394,38.77,23.3032,161
16991,107,642.24,1589.44,1405.16,553.17,2388.19,9043.4,-913.5799999999999,47.82,521.11,8.4371,394,38.7,23.1519,160
16992,108,642.61,1598.09,1417.13,552.82,2388.13,9047.88,-918.6899999999996,47.58,521.46,8.4427,393,38.67,23.3683,159
16993,109,642.75,1593.87,1402.88,552.81,2388.13,9053.91,-925.8099999999995,47.71,521.27,8.4658,394,38.69,23.3219,158
16994,110,642.92,1591.17,1408.63,552.85,2388.13,9041.56,-914.7399999999998,47.57,521.62,8.4128,393,38.77,23.2333,157
16995,111,643.24,1602.61,1412.13,552.81,2388.17,9051.82,-918.7299999999996,47.5,520.44,8.4468,393,38.58,23.2115,156
16996,112,642.52,1598.1,1410.14,553.3,2388.07,9046.85,-921.5100000000002,47.63,521.12,8.4705,394,38.82,23.2649,155
16997,113,643.24,1595.21,1412.22,553.09,2388.14,9047.01,-916.1100000000006,47.59,521.36,8.4589,395,38.65,23.3145,154
16998,114,642.56,1589.77,1408.76,553.24,2388.11,9052.41,-931.4099999999999,47.56,520.71,8.4425,394,38.72,23.2912,153
16999,115,642.45,1586.99,1409.58,552.85,2388.17,9053.17,-925.6099999999997,47.58,521.5,8.4443,393,38.84,23.1659,152
17000,116,643.34,1600.55,1419.06,553.46,2388.17,9056.15,-921.1399999999994,47.57,520.54,8.4624,394,38.58,23.4047,151
17001,117,642.69,1594.45,1412.19,553.54,2388.15,9048.55,-916.7999999999993,47.51,521.06,8.4691,393,38.84,23.3382,150
17002,118,642.69,1595.69,1404.22,552.6,2388.15,9056.36,-926.9500000000007,47.67,521.34,8.4615,393,38.76,23.3085,149
17003,119,642.57,1595.48,1407.08,553.01,2388.13,9045.27,-906.4000000000005,47.64,520.62,8.4745,394,38.83,23.2912,148
17004,120,642.73,1593.49,1408.39,553.03,2388.17,9052.64,-924.9199999999992,47.44,521.24,8.429,393,38.84,23.2213,147
17005,121,643.16,1593.29,1405.68,553.33,2388.11,9047.43,-916.8400000000001,47.45,521.47,8.4504,392,38.85,23.2376,146
17006,122,642.37,1592.73,1407.87,554.37,2388.1,9053.49,-922.3400000000001,47.77,521.17,8.4081,393,38.65,23.2003,145
17007,123,642.29,1593.63,1404.89,552.36,2388.2,9053.3,-921.0299999999988,47.78,521.39,8.4661,393,38.51,23.315,144
17008,124,642.93,1589.52,1416.91,553.91,2388.13,9045.51,-916.3299999999999,47.71,521.04,8.4227,393,38.97,23.1547,143
17009,125,642.88,1588.75,1407.24,552.8,2388.19,9050.83,-918.3299999999999,47.55,521.31,8.4496,393,38.7,23.3596,142
17010,126,642.71,1589.69,1419.23,552.72,2388.13,9060.44,-930.4300000000003,47.69,521.08,8.4608,393,38.75,23.3188,141
17011,127,642.9,1590.05,1410.5,552.81,2388.15,9046.76,-918.4499999999998,47.61,520.95,8.4835,395,38.78,23.3284,140
17012,128,642.55,1585.1,1408.36,552.59,2388.18,9050.72,-918.0899999999992,47.79,521.4,8.4627,395,38.73,23.1824,139
17013,129,642.21,1588.76,1410.65,553.43,2388.15,9048.64,-924.9799999999996,47.61,520.7,8.4555,392,38.53,23.2024,138
17014,130,642.4,1592.0,1421.77,552.69,2388.13,9046.23,-916.3899999999994,47.74,521.23,8.4474,393,38.75,23.1317,137
17015,131,642.33,1592.2,1414.19,552.84,2388.17,9050.93,-923.46,47.62,521.43,8.4547,393,38.86,23.2802,136
17016,132,642.71,1586.23,1415.12,553.14,2388.13,9046.06,-913.7599999999993,47.58,521.22,8.4298,393,38.65,23.243,135
17017,133,642.65,1598.99,1406.69,552.63,2388.15,9050.81,-922.2399999999998,47.57,520.73,8.3967,394,38.74,23.3156,134
17018,134,642.59,1591.54,1415.44,553.05,2388.19,9048.0,-917.5299999999997,47.66,521.12,8.4658,394,38.9,23.2753,133
17019,135,642.87,1592.62,1414.86,553.1,2388.2,9050.78,-914.340000000001,47.72,520.73,8.4293,393,38.79,23.2038,132
17020,136,643.56,1585.96,1413.02,552.49,2388.09,9055.05,-919.7499999999991,47.68,521.39,8.4366,395,38.9,23.227,131
17021,137,642.7,1593.77,1401.98,552.59,2388.13,9060.17,-930.0799999999999,47.59,521.33,8.462,394,38.82,23.2014,130
17022,138,643.3,1585.38,1412.25,553.8,2388.14,9059.06,-925.5599999999995,47.39,521.04,8.4306,394,38.7,23.2761,129
17023,139,642.76,1588.19,1410.59,553.2,2388.16,9045.79,-917.3700000000008,47.61,521.27,8.4659,394,38.75,23.2206,128
17024,140,642.33,1593.46,1410.72,553.13,2388.17,9047.88,-915.5499999999993,47.81,520.82,8.4252,393,38.7,23.2057,127
17025,141,642.95,1593.36,1411.34,553.8,2388.17,9059.97,-928.289999999999,47.54,520.73,8.431,395,38.67,23.2378,126
17026,142,642.9,1584.84,1414.32,552.11,2388.14,9053.05,-915.409999999999,47.6,521.36,8.4415,394,38.69,23.3413,125
17027,143,642.71,1592.53,1408.7,553.04,2388.14,9050.65,-916.7799999999997,47.49,520.8,8.4564,394,38.67,23.2678,124
17028,144,643.77,1591.19,1418.45,553.52,2388.15,9056.52,-921.0300000000007,47.78,521.38,8.4571,394,38.87,23.2056,123
17029,145,642.95,1596.11,1413.69,552.9,2388.12,9053.91,-921.2799999999997,47.57,521.0,8.4508,393,38.57,23.2565,122
17030,146,642.76,1591.18,1410.3,553.04,2388.15,9056.91,-928.9499999999998,47.66,521.13,8.4656,394,38.79,23.1809,121
17031,147,642.91,1585.46,1404.29,552.8,2388.12,9047.76,-916.3500000000004,47.65,520.94,8.4524,394,38.68,23.2628,120
17032,148,642.73,1589.95,1412.89,552.93,2388.11,9055.52,-924.1900000000005,47.55,521.64,8.4564,392,38.56,23.232,119
17033,149,642.83,1591.54,1409.46,553.02,2388.17,9056.74,-921.96,47.72,521.1,8.4523,394,38.95,23.2549,118
17034,150,643.03,1589.81,1411.01,553.53,2388.08,9053.94,-926.3100000000004,47.61,520.91,8.463,394,38.88,23.2515,117
17035,151,642.96,1600.88,1412.94,552.75,2388.14,9054.62,-922.8700000000008,47.66,520.93,8.4934,394,38.76,23.2104,116
17036,152,642.49,1595.1,1412.35,552.38,2388.15,9059.34,-931.6599999999999,47.61,520.88,8.471,394,38.75,23.1646,115
17037,153,642.3,1597.25,1413.59,552.19,2388.18,9050.09,-918.6800000000003,47.8,521.29,8.4554,394,38.69,23.2926,114
17038,154,643.04,1592.3,1420.98,553.13,2388.1,9052.71,-924.9899999999989,47.75,520.93,8.4174,395,38.77,23.2002,113
17039,155,643.2,1591.64,1410.92,552.21,2388.19,9055.31,-918.0499999999993,47.74,520.48,8.4588,393,38.7,23.1894,112
17040,156,643.02,1591.06,1420.51,553.0,2388.22,9048.85,-913.4400000000005,47.79,520.78,8.4418,393,38.69,23.2135,111
17041,157,642.83,1594.13,1422.48,552.43,2388.22,9049.49,-916.3199999999997,47.45,521.06,8.4782,393,38.66,23.1629,110
17042,158,642.72,1597.19,1417.59,552.57,2388.18,9064.31,-937.1299999999992,47.77,521.3,8.4517,396,38.73,23.2104,109
17043,159,643.37,1588.85,1406.89,552.12,2388.12,9047.57,-910.1700000000001,47.74,520.95,8.4387,394,38.61,23.285,108
17044,160,643.01,1583.32,1410.68,552.55,2388.16,9057.78,-925.0000000000009,47.67,520.94,8.4646,393,38.82,23.2143,107
17045,161,642.56,1593.73,1406.86,552.35,2388.16,9053.6,-917.2400000000007,47.58,521.19,8.4793,394,38.72,23.2077,106
17046,162,642.6,1601.14,1411.88,552.8,2388.16,9057.78,-924.6400000000003,47.59,521.09,8.45,393,38.86,23.1848,105
17047,163,642.72,1589.35,1413.55,552.6,2388.16,9060.23,-931.9099999999999,47.5,521.29,8.4818,394,38.67,23.1939,104
17048,164,642.29,1591.76,1407.49,552.83,2388.14,9054.81,-919.1299999999992,47.85,521.03,8.4447,394,38.66,23.3142,103
17049,165,642.91,1588.55,1416.93,553.43,2388.15,9056.94,-924.6200000000008,47.68,520.66,8.4344,394,38.58,23.1426,102
17050,166,642.99,1587.85,1408.15,552.71,2388.13,9052.89,-916.4699999999993,47.73,520.82,8.4638,393,38.71,23.2587,101
17051,167,642.79,1595.03,1418.69,553.01,2388.13,9063.01,-932.4099999999999,47.76,520.9,8.4697,393,38.6,23.1533,100
17052,168,643.12,1594.93,1420.13,552.79,2388.13,9057.27,-922.0500000000002,47.66,520.65,8.4651,396,38.75,23.1927,99
17053,169,642.92,1591.08,1419.21,552.77,2388.15,9058.12,-922.130000000001,47.71,520.99,8.4404,394,38.76,23.2848,98
17054,170,642.97,1594.79,1421.0,553.11,2388.13,9058.36,-924.0600000000004,47.74,521.38,8.423,395,38.75,23.3279,97
17055,171,643.05,1596.44,1418.67,552.26,2388.1,9053.22,-923.5499999999993,47.64,521.27,8.4633,394,38.77,23.1805,96
17056,172,642.38,1590.67,1416.79,552.35,2388.17,9060.61,-925.0300000000007,47.69,521.66,8.4676,394,38.76,23.1019,95
17057,173,642.62,1591.89,1412.54,553.18,2388.12,9064.36,-927.3200000000006,47.71,521.28,8.4609,394,38.68,23.2635,94
17058,174,642.67,1593.42,1416.6,552.56,2388.13,9052.73,-915.1599999999999,47.72,520.56,8.4737,392,38.8,23.2344,93
17059,175,642.71,1596.97,1421.32,552.97,2388.15,9054.42,-921.6499999999996,47.74,520.71,8.462,394,38.71,23.1786,92
17060,176,643.01,1593.36,1412.49,552.07,2388.18,9057.78,-920.460000000001,47.7,520.54,8.4477,393,38.69,23.1829,91
17061,177,643.27,1593.03,1418.2,552.46,2388.1,9061.13,-926.8599999999988,47.8,521.13,8.4679,395,38.71,23.2116,90
17062,178,642.79,1595.7,1416.72,552.93,2388.12,9056.3,-925.5299999999988,47.66,520.69,8.4413,396,39.04,23.1302,89
17063,179,643.24,1593.33,1419.34,552.68,2388.14,9058.78,-919.920000000001,47.78,520.77,8.4806,393,38.78,23.2916,88
17064,180,642.9,1594.01,1413.94,552.94,2388.22,9046.86,-912.8500000000004,47.75,520.97,8.4325,394,38.65,23.0844,87
17065,181,642.49,1592.31,1416.77,552.49,2388.2,9055.28,-926.6900000000005,47.94,520.26,8.4851,394,38.56,23.1284,86
17066,182,643.09,1598.66,1412.33,552.22,2388.19,9058.8,-931.6299999999992,47.82,520.59,8.437,395,38.57,23.1752,85
17067,183,642.5,1591.34,1409.08,552.12,2388.15,9059.57,-922.3199999999997,47.6,520.93,8.4527,394,38.73,23.2065,84
17068,184,642.99,1593.37,1418.18,553.24,2388.16,9053.79,-917.0500000000011,47.57,521.4,8.4762,393,38.76,23.2158,83
17069,185,642.95,1601.95,1419.03,552.56,2388.2,9066.42,-932.6199999999999,47.71,521.15,8.4457,393,38.64,23.1986,82
17070,186,642.76,1587.33,1420.54,552.73,2388.13,9054.51,-921.1400000000003,47.68,520.75,8.4748,394,38.73,23.1649,81
17071,187,642.81,1589.32,1412.46,552.93,2388.16,9052.54,-913.8900000000012,47.8,520.86,8.4739,395,38.65,23.1604,80
17072,188,643.43,1594.01,1410.81,552.27,2388.13,9054.46,-910.5199999999995,47.74,520.48,8.4786,394,38.6,23.2344,79
17073,189,642.99,1595.76,1413.39,553.04,2388.14,9061.36,-922.670000000001,47.55,520.62,8.4618,393,38.7,23.2337,78
17074,190,642.73,1592.88,1414.98,553.43,2388.16,9055.18,-916.79,47.82,520.46,8.4942,393,38.69,23.2189,77
17075,191,642.49,1589.57,1414.49,552.34,2388.21,9060.45,-921.6600000000008,47.65,520.57,8.4683,394,38.82,23.1879,76
17076,192,642.97,1595.3,1417.09,553.2,2388.2,9057.69,-923.1700000000001,47.67,520.94,8.4577,394,38.8,23.3307,75
17077,193,642.74,1587.78,1416.86,552.32,2388.15,9057.63,-921.4199999999992,47.74,520.61,8.5033,395,38.72,23.1095,74
17078,194,643.02,1603.33,1417.86,553.13,2388.2,9055.59,-919.25,47.65,521.07,8.4684,393,38.58,23.232,73
17079,195,643.21,1602.61,1419.91,552.63,2388.16,9061.07,-930.5900000000001,47.87,520.31,8.4512,393,38.61,23.2511,72
17080,196,642.9,1596.0,1415.62,552.16,2388.17,9061.48,-926.75,47.76,520.83,8.4841,394,38.81,23.2188,71
17081,197,643.45,1597.56,1420.42,552.89,2388.18,9052.77,-916.9700000000003,47.72,520.73,8.4521,394,38.83,23.2311,70
17082,198,642.72,1591.76,1417.19,552.93,2388.18,9057.02,-923.7000000000007,47.85,521.13,8.4861,394,38.76,23.161,69
17083,199,643.07,1588.47,1416.01,552.84,2388.13,9057.11,-917.8900000000003,47.78,520.39,8.471,395,38.69,23.2694,68
17084,200,643.14,1589.53,1420.3,552.61,2388.12,9059.3,-920.619999999999,47.69,521.22,8.4823,395,38.76,23.1236,67
17085,201,643.07,1603.59,1414.73,552.98,2388.12,9063.96,-925.4499999999989,47.9,520.44,8.4553,394,38.56,23.1552,66
17086,202,642.57,1600.08,1415.72,552.95,2388.17,9056.91,-921.1700000000001,47.76,520.75,8.491,394,38.46,23.0945,65
17087,203,643.3,1601.75,1420.62,553.04,2388.17,9056.73,-911.1199999999999,47.62,520.92,8.4851,392,38.5,23.2896,64
17088,204,643.59,1603.34,1415.29,552.43,2388.19,9056.9,-919.7999999999993,47.91,521.33,8.4884,394,38.64,23.2838,63
17089,205,642.96,1597.46,1425.7,552.3,2388.18,9060.55,-924.4799999999996,47.67,520.24,8.4825,394,38.52,23.0737,62
17090,206,643.33,1594.48,1417.2,552.2,2388.17,9067.02,-937.8900000000003,47.73,520.8,8.4948,393,38.49,23.2147,61
17091,207,642.95,1601.07,1418.06,552.17,2388.15,9062.3,-930.659999999999,47.8,520.72,8.4654,394,38.48,23.17,60
17092,208,642.87,1593.26,1425.05,552.18,2388.19,9067.24,-932.8299999999999,47.89,520.47,8.4703,394,38.65,23.1343,59
17093,209,643.12,1600.76,1420.4,551.97,2388.18,9061.69,-927.3100000000004,47.76,520.42,8.4676,395,38.65,23.2179,58
